ID,Route,Time,Stop
1,A1,7:22 AM,Load
2,A1,7:25 AM,Stadium
3,A1,7:32 AM,Well's Library
4,A1,7:34 AM,3rd & Jordan
5,A1,---,IMU
6,A1,7:41 AM,Stadium ()
7,A1,7:46 AM,Load
8,A1,7:49 AM,Stadium
9,A1,7:56 AM,Well's Library
10,A1,7:58 AM,3rd & Jordan
11,A1,---,IMU
12,A1,8:05 AM,Stadium ()
13,A1,8:17 AM,Load
14,A1,8:20 AM,Stadium
15,A1,8:27 AM,Well's Library
16,A1,8:29 AM,3rd & Jordan
17,A1,8:39 AM,IMU
18,A1,8:47 AM,Stadium ()
19,A1,8:52 AM,Load
20,A1,8:55 AM,Stadium
21,A1,9:02 AM,Well's Library
22,A1,9:04 AM,3rd & Jordan
23,A1,9:14 AM,IMU
24,A1,9:22 AM,Stadium ()
25,A1,9:44 AM,Load
26,A1,9:47 AM,Stadium
27,A1,9:54 AM,Well's Library
28,A1,9:56 AM,3rd & Jordan
29,A1,10:06 AM,IMU
30,A1,10:14 AM,Stadium ()
31,A1,10:26 AM,Load
32,A1,10:29 AM,Stadium
33,A1,10:36 AM,Well's Library
34,A1,10:38 AM,3rd & Jordan
35,A1,10:48 AM,IMU
36,A1,10:56 AM,Stadium ()
37,A1,11:04 AM,Load
38,A1,11:07 AM,Stadium
39,A1,11:14 AM,Well's Library
40,A1,11:16 AM,3rd & Jordan
41,A1,11:26 AM,IMU
42,A1,11:34 AM,Stadium ()
43,A1,11:54 AM,Load
44,A1,11:57 AM,Stadium
45,A1,12:04 PM,Well's Library
46,A1,12:06 PM,3rd & Jordan
47,A1,12:16 PM,IMU
48,A1,12:24 PM,Stadium ()
49,A1,12:37 PM,Load
50,A1,12:40 PM,Stadium
51,A1,12:47 PM,Well's Library
52,A1,12:49 PM,3rd & Jordan
53,A1,12:59 PM,IMU
54,A1,1:07 PM,Stadium ()
55,A1,1:15 PM,Load
56,A1,1:18 PM,Stadium
57,A1,1:25 PM,Well's Library
58,A1,1:27 PM,3rd & Jordan
59,A1,1:37 PM,IMU
60,A1,1:45 PM,Stadium ()
61,A1,2:03 PM,Load
62,A1,2:06 PM,Stadium
63,A1,2:13 PM,Well's Library
64,A1,2:15 PM,3rd & Jordan
65,A1,2:25 PM,IMU
66,A1,2:33 PM,Stadium ()
67,A1,2:49 PM,Load
68,A1,2:52 PM,Stadium
69,A1,2:59 PM,Well's Library
70,A1,3:01 PM,3rd & Jordan
71,A1,3:11 PM,IMU
72,A1,3:19 PM,Stadium ()
73,A1,3:29 PM,Load
74,A1,3:32 PM,Stadium
75,A1,3:39 PM,Well's Library
76,A1,3:41 PM,3rd & Jordan
77,A1,3:51 PM,IMU
78,A1,3:59 PM,Stadium ()
79,A1,4:05 PM,Load
80,A1,4:08 PM,Stadium
81,A1,4:15 PM,Well's Library
82,A1,4:17 PM,3rd & Jordan
83,A1,4:27 PM,IMU
84,A1,4:35 PM,Stadium ()
85,A1,4:50 PM,Load
86,A1,4:53 PM,Stadium
87,A1,5:00 PM,Well's Library
88,A1,5:02 PM,3rd & Jordan
89,A1,5:12 PM,IMU
90,A1,5:20 PM,Stadium ()
91,A1,5:28 PM,Load
92,A1,5:31 PM,Stadium
93,A1,5:38 PM,Well's Library
94,A1,5:40 PM,3rd & Jordan
95,A1,5:50 PM,IMU
96,A1,5:58 PM,Stadium ()
97,A1,6:12 PM,Load
98,A1,6:15 PM,Stadium
99,A1,6:22 PM,Well's Library
100,A1,6:24 PM,3rd & Jordan
101,A1,6:34 PM,IMU
102,A1,6:42 PM,Stadium ()
103,A1,6:52 PM,Load
104,A1,6:55 PM,Stadium
105,A1,7:02 PM,Well's Library
106,A1,7:04 PM,3rd & Jordan
107,A1,7:14 PM,IMU
108,A1,7:22 PM,Stadium ()
109,A1,7:28 PM,Load
110,A1,7:31 PM,Stadium
111,A1,7:38 PM,Well's Library
112,A1,7:40 PM,3rd & Jordan
113,A1,7:50 PM,IMU
114,A1,7:58 PM,Stadium ()
115,A1,8:04 PM,Load
116,A1,8:07 PM,Stadium
117,A1,8:14 PM,Well's Library
118,A1,8:16 PM,3rd & Jordan
119,A1,8:26 PM,IMU
120,A1,8:34 PM,Stadium ()
121,A1,8:47 PM,Load
122,A1,8:50 PM,Stadium
123,A1,8:57 PM,Well's Library
124,A1,8:59 PM,3rd & Jordan
125,A1,9:09 PM,IMU
126,A1,9:17 PM,Stadium ()
127,A1,9:22 PM,Load
128,A1,9:25 PM,Stadium
129,A1,9:32 PM,Well's Library
130,A1,9:34 PM,3rd & Jordan
131,A1,9:44 PM,IMU
132,A1,9:52 PM,Stadium ()
133,A1,9:57 PM,Load
134,A1,10:00 PM,Stadium
135,A1,10:07 PM,Well's Library
136,A1,10:09 PM,3rd & Jordan
137,A1,10:19 PM,IMU
138,A1,10:27 PM,Stadium ()
139,A1,10:32 PM,Load
140,A1,10:35 PM,Stadium
141,A1,10:42 PM,Well's Library
142,A1,10:44 PM,3rd & Jordan
143,A1,10:54 PM,IMU
144,A1,11:02 PM,Stadium ()
145,A1,11:07 PM,Load
146,A1,11:10 PM,Stadium
147,A1,11:17 PM,Well's Library
148,A1,11:19 PM,3rd & Jordan
149,A1,11:29 PM,IMU
150,A1,11:37 PM,Stadium ()
151,A1,11:42 PM,Load
152,A1,11:45 PM,Stadium
153,A1,11:52 PM,Well's Library
154,A1,11:54 PM,3rd & Jordan
155,A1,12:04 AM,IMU
156,A1,12:12 AM,Stadium ()
157,A1,12:12 AM,Load
158,A1,12:15 AM,Stadium
159,A1,12:22 AM,Well's Library
160,A1,12:24 AM,3rd & Jordan
161,A1,12:34 AM,IMU
162,A1,12:42 AM,Stadium ()
163,A2,Time,Stop
164,A2,7:36 AM,Load
165,A2,7:39 AM,Stadium
166,A2,7:46 AM,Well's Library
167,A2,7:48 AM,3rd & Jordan
168,A2,---,IMU
169,A2,7:55 AM,Stadium ()
170,A2,8:07 AM,Load
171,A2,8:10 AM,Stadium
172,A2,8:17 AM,Well's Library
173,A2,8:19 AM,3rd & Jordan
174,A2,8:29 AM,IMU
175,A2,8:37 AM,Stadium ()
176,A2,8:43 AM,Load
177,A2,8:46 AM,Stadium
178,A2,8:53 AM,Well's Library
179,A2,8:55 AM,3rd & Jordan
180,A2,9:05 AM,IMU
181,A2,9:13 AM,Stadium ()
182,A2,9:23 AM,Load
183,A2,9:26 AM,Stadium
184,A2,9:33 AM,Well's Library
185,A2,9:35 AM,3rd & Jordan
186,A2,9:45 AM,IMU
187,A2,9:53 AM,Stadium ()
188,A2,10:10 AM,Load
189,A2,10:13 AM,Stadium
190,A2,10:20 AM,Well's Library
191,A2,10:22 AM,3rd & Jordan
192,A2,10:32 AM,IMU
193,A2,10:40 AM,Stadium ()
194,A2,10:52 AM,Load
195,A2,10:55 AM,Stadium
196,A2,11:02 AM,Well's Library
197,A2,11:04 AM,3rd & Jordan
198,A2,11:14 AM,IMU
199,A2,11:22 AM,Stadium ()
200,A2,11:38 AM,Load
201,A2,11:41 AM,Stadium
202,A2,11:48 AM,Well's Library
203,A2,11:50 AM,3rd & Jordan
204,A2,12:00 PM,IMU
205,A2,12:08 PM,Stadium ()
206,A2,12:22 PM,Load
207,A2,12:25 PM,Stadium
208,A2,12:32 PM,Well's Library
209,A2,12:34 PM,3rd & Jordan
210,A2,12:44 PM,IMU
211,A2,12:52 PM,Stadium ()
212,A2,1:01 PM,Load
213,A2,1:04 PM,Stadium
214,A2,1:11 PM,Well's Library
215,A2,1:13 PM,3rd & Jordan
216,A2,1:23 PM,IMU
217,A2,1:31 PM,Stadium ()
218,A2,1:44 PM,Load
219,A2,1:47 PM,Stadium
220,A2,1:54 PM,Well's Library
221,A2,1:56 PM,3rd & Jordan
222,A2,2:06 PM,IMU
223,A2,2:14 PM,Stadium ()
224,A2,2:28 PM,Load
225,A2,2:31 PM,Stadium
226,A2,2:38 PM,Well's Library
227,A2,2:40 PM,3rd & Jordan
228,A2,2:50 PM,IMU
229,A2,2:58 PM,Stadium ()
230,A2,3:17 PM,Load
231,A2,3:20 PM,Stadium
232,A2,3:27 PM,Well's Library
233,A2,3:29 PM,3rd & Jordan
234,A2,3:39 PM,IMU
235,A2,3:47 PM,Stadium ()
236,A2,3:53 PM,Load
237,A2,3:56 PM,Stadium
238,A2,4:03 PM,Well's Library
239,A2,4:05 PM,3rd & Jordan
240,A2,4:15 PM,IMU
241,A2,4:23 PM,Stadium ()
242,A2,4:34 PM,Load
243,A2,4:37 PM,Stadium
244,A2,4:44 PM,Well's Library
245,A2,4:46 PM,3rd & Jordan
246,A2,4:56 PM,IMU
247,A2,5:04 PM,Stadium ()
248,A2,5:13 PM,Load
249,A2,5:16 PM,Stadium
250,A2,5:23 PM,Well's Library
251,A2,5:25 PM,3rd & Jordan
252,A2,5:35 PM,IMU
253,A2,5:43 PM,Stadium ()
254,A2,5:56 PM,Load
255,A2,5:59 PM,Stadium
256,A2,6:06 PM,Well's Library
257,A2,6:08 PM,3rd & Jordan
258,A2,6:18 PM,IMU
259,A2,6:26 PM,Stadium ()
260,A2,6:42 PM,Load
261,A2,6:45 PM,Stadium
262,A2,6:52 PM,Well's Library
263,A2,6:54 PM,3rd & Jordan
264,A2,7:04 PM,IMU
265,A2,7:12 PM,Stadium ()
266,A2,7:19 PM,Load
267,A2,7:22 PM,Stadium
268,A2,7:29 PM,Well's Library
269,A2,7:31 PM,3rd & Jordan
270,A2,7:41 PM,IMU
271,A2,7:49 PM,Stadium ()
272,A2,7:55 PM,Load
273,A2,7:58 PM,Stadium
274,A2,8:05 PM,Well's Library
275,A2,8:07 PM,3rd & Jordan
276,A2,8:17 PM,IMU
277,A2,8:25 PM,Stadium ()
278,A2,8:27 PM,Load
279,A2,8:30 PM,Stadium
280,A2,8:37 PM,Well's Library
281,A2,8:39 PM,3rd & Jordan
282,A2,8:49 PM,IMU
283,A2,8:57 PM,Stadium ()
284,A2,9:02 PM,Load
285,A2,9:05 PM,Stadium
286,A2,9:12 PM,Well's Library
287,A2,9:14 PM,3rd & Jordan
288,A2,9:24 PM,IMU
289,A2,9:32 PM,Stadium ()
290,A2,9:37 PM,Load
291,A2,9:40 PM,Stadium
292,A2,9:47 PM,Well's Library
293,A2,9:49 PM,3rd & Jordan
294,A2,9:59 PM,IMU
295,A2,10:07 PM,Stadium ()
296,A3,Time,Stop
297,A3,9:13 AM,Load
298,A3,9:16 AM,Stadium
299,A3,9:23 AM,Well's Library
300,A3,9:25 AM,3rd & Jordan
301,A3,9:35 AM,IMU
302,A3,9:43 AM,Stadium ()
303,A3,10:02 AM,Load
304,A3,10:05 AM,Stadium
305,A3,10:12 AM,Well's Library
306,A3,10:14 AM,3rd & Jordan
307,A3,10:24 AM,IMU
308,A3,10:32 AM,Stadium ()
309,A3,10:46 AM,Load
310,A3,10:49 AM,Stadium
311,A3,10:56 AM,Well's Library
312,A3,10:58 AM,3rd & Jordan
313,A3,11:08 AM,IMU
314,A3,11:16 AM,Stadium ()
315,A3,11:28 AM,Load
316,A3,11:31 AM,Stadium
317,A3,11:38 AM,Well's Library
318,A3,11:40 AM,3rd & Jordan
319,A3,11:50 AM,IMU
320,A3,11:58 AM,Stadium ()
321,A3,12:13 PM,Load
322,A3,12:16 PM,Stadium
323,A3,12:23 PM,Well's Library
324,A3,12:25 PM,3rd & Jordan
325,A3,12:35 PM,IMU
326,A3,12:43 PM,Stadium ()
327,A3,12:56 PM,Load
328,A3,12:59 PM,Stadium
329,A3,1:06 PM,Well's Library
330,A3,1:08 PM,3rd & Jordan
331,A3,1:18 PM,IMU
332,A3,1:26 PM,Stadium ()
333,A3,1:34 PM,Load
334,A3,1:37 PM,Stadium
335,A3,1:44 PM,Well's Library
336,A3,1:46 PM,3rd & Jordan
337,A3,1:56 PM,IMU
338,A3,2:04 PM,Stadium ()
339,A3,2:21 PM,Load
340,A3,2:24 PM,Stadium
341,A3,2:31 PM,Well's Library
342,A3,2:33 PM,3rd & Jordan
343,A3,2:43 PM,IMU
344,A3,2:51 PM,Stadium ()
345,A3,3:11 PM,Load
346,A3,3:14 PM,Stadium
347,A3,3:21 PM,Well's Library
348,A3,3:23 PM,3rd & Jordan
349,A3,3:33 PM,IMU
350,A3,3:41 PM,Stadium ()
351,A3,3:47 PM,Load
352,A3,3:50 PM,Stadium
353,A3,3:57 PM,Well's Library
354,A3,3:59 PM,3rd & Jordan
355,A3,4:09 PM,IMU
356,A3,4:17 PM,Stadium ()
357,A3,4:26 PM,Load
358,A3,4:29 PM,Stadium
359,A3,4:36 PM,Well's Library
360,A3,4:38 PM,3rd & Jordan
361,A3,4:48 PM,IMU
362,A3,4:56 PM,Stadium ()
363,A3,5:05 PM,Load
364,A3,5:08 PM,Stadium
365,A3,5:15 PM,Well's Library
366,A3,5:17 PM,3rd & Jordan
367,A3,5:27 PM,IMU
368,A3,5:35 PM,Stadium ()
369,A3,5:47 PM,Load
370,A3,5:50 PM,Stadium
371,A3,5:57 PM,Well's Library
372,A3,5:59 PM,3rd & Jordan
373,A3,6:09 PM,IMU
374,A3,6:17 PM,Stadium ()
375,A3,6:30 PM,Load
376,A3,6:33 PM,Stadium
377,A3,6:40 PM,Well's Library
378,A3,6:42 PM,3rd & Jordan
379,A3,6:52 PM,IMU
380,A3,7:00 PM,Stadium ()
381,A3,7:10 PM,Load
382,A3,7:13 PM,Stadium
383,A3,7:20 PM,Well's Library
384,A3,7:22 PM,3rd & Jordan
385,A3,7:32 PM,IMU
386,A3,7:40 PM,Stadium ()
387,A3,7:46 PM,Load
388,A3,7:49 PM,Stadium
389,A3,7:56 PM,Well's Library
390,A3,7:58 PM,3rd & Jordan
391,A3,8:08 PM,IMU
392,A3,8:16 PM,Stadium ()
393,A4,Time,Stop
394,A4,8:59 AM,Load
395,A4,9:02 AM,Stadium
396,A4,9:09 AM,Well's Library
397,A4,9:11 AM,3rd & Jordan
398,A4,9:21 AM,IMU
399,A4,9:29 AM,Stadium ()
400,A4,9:50 AM,Load
401,A4,9:53 AM,Stadium
402,A4,10:00 AM,Well's Library
403,A4,10:02 AM,3rd & Jordan
404,A4,10:12 AM,IMU
405,A4,10:20 AM,Stadium ()
406,A4,10:34 AM,Load
407,A4,10:37 AM,Stadium
408,A4,10:44 AM,Well's Library
409,A4,10:46 AM,3rd & Jordan
410,A4,10:56 AM,IMU
411,A4,11:04 AM,Stadium ()
412,A4,11:10 AM,Load
413,A4,11:13 AM,Stadium
414,A4,11:20 AM,Well's Library
415,A4,11:22 AM,3rd & Jordan
416,A4,11:32 AM,IMU
417,A4,11:40 AM,Stadium ()
418,A4,12:01 PM,Load
419,A4,12:04 PM,Stadium
420,A4,12:11 PM,Well's Library
421,A4,12:13 PM,3rd & Jordan
422,A4,12:23 PM,IMU
423,A4,12:31 PM,Stadium ()
424,A4,12:43 PM,Load
425,A4,12:46 PM,Stadium
426,A4,12:53 PM,Well's Library
427,A4,12:55 PM,3rd & Jordan
428,A4,1:05 PM,IMU
429,A4,1:13 PM,Stadium ()
430,A4,1:22 PM,Load
431,A4,1:25 PM,Stadium
432,A4,1:32 PM,Well's Library
433,A4,1:34 PM,3rd & Jordan
434,A4,1:44 PM,IMU
435,A4,1:52 PM,Stadium ()
436,A4,2:09 PM,Load
437,A4,2:12 PM,Stadium
438,A4,2:19 PM,Well's Library
439,A4,2:21 PM,3rd & Jordan
440,A4,2:31 PM,IMU
441,A4,2:39 PM,Stadium ()
442,A4,2:59 PM,Load
443,A4,3:02 PM,Stadium
444,A4,3:09 PM,Well's Library
445,A4,3:11 PM,3rd & Jordan
446,A4,3:21 PM,IMU
447,A4,3:29 PM,Stadium ()
448,A4,3:35 PM,Load
449,A4,3:38 PM,Stadium
450,A4,3:45 PM,Well's Library
451,A4,3:47 PM,3rd & Jordan
452,A4,3:57 PM,IMU
453,A4,4:05 PM,Stadium ()
454,A4,4:18 PM,Load
455,A4,4:21 PM,Stadium
456,A4,4:28 PM,Well's Library
457,A4,4:30 PM,3rd & Jordan
458,A4,4:40 PM,IMU
459,A4,4:48 PM,Stadium ()
460,A4,4:57 PM,Load
461,A4,5:00 PM,Stadium
462,A4,5:07 PM,Well's Library
463,A4,5:09 PM,3rd & Jordan
464,A4,5:19 PM,IMU
465,A4,5:27 PM,Stadium ()
466,A4,5:40 PM,Load
467,A4,5:43 PM,Stadium
468,A4,5:50 PM,Well's Library
469,A4,5:52 PM,3rd & Jordan
470,A4,6:02 PM,IMU
471,A4,6:10 PM,Stadium ()
472,A4,6:21 PM,Load
473,A4,6:24 PM,Stadium
474,A4,6:31 PM,Well's Library
475,A4,6:33 PM,3rd & Jordan
476,A4,6:43 PM,IMU
477,A4,6:51 PM,Stadium ()
478,A4,7:01 PM,Load
479,A4,7:04 PM,Stadium
480,A4,7:11 PM,Well's Library
481,A4,7:13 PM,3rd & Jordan
482,A4,7:23 PM,IMU
483,A4,7:31 PM,Stadium ()
484,A4,7:37 PM,Load
485,A4,7:40 PM,Stadium
486,A4,7:47 PM,Well's Library
487,A4,7:49 PM,3rd & Jordan
488,A4,7:59 PM,IMU
489,A4,8:07 PM,Stadium ()
490,A5,Time,Stop
491,A5,9:33 AM,Load
492,A5,9:36 AM,Stadium
493,A5,9:43 AM,Well's Library
494,A5,9:45 AM,3rd & Jordan
495,A5,9:55 AM,IMU
496,A5,10:03 AM,Stadium ()
497,A5,10:18 AM,Load
498,A5,10:21 AM,Stadium
499,A5,10:28 AM,Well's Library
500,A5,10:30 AM,3rd & Jordan
501,A5,10:40 AM,IMU
502,A5,10:48 AM,Stadium ()
503,A5,10:58 AM,Load
504,A5,11:01 AM,Stadium
505,A5,11:08 AM,Well's Library
506,A5,11:10 AM,3rd & Jordan
507,A5,11:20 AM,IMU
508,A5,11:28 AM,Stadium ()
509,A5,11:47 AM,Load
510,A5,11:50 AM,Stadium
511,A5,11:57 AM,Well's Library
512,A5,11:59 AM,3rd & Jordan
513,A5,12:09 PM,IMU
514,A5,12:17 PM,Stadium ()
515,A5,12:31 PM,Load
516,A5,12:34 PM,Stadium
517,A5,12:41 PM,Well's Library
518,A5,12:43 PM,3rd & Jordan
519,A5,12:53 PM,IMU
520,A5,1:01 PM,Stadium ()
521,A5,1:09 PM,Load
522,A5,1:12 PM,Stadium
523,A5,1:19 PM,Well's Library
524,A5,1:21 PM,3rd & Jordan
525,A5,1:31 PM,IMU
526,A5,1:39 PM,Stadium ()
527,A5,1:55 PM,Load
528,A5,1:58 PM,Stadium
529,A5,2:05 PM,Well's Library
530,A5,2:07 PM,3rd & Jordan
531,A5,2:17 PM,IMU
532,A5,2:25 PM,Stadium ()
533,A5,2:39 PM,Load
534,A5,2:42 PM,Stadium
535,A5,2:49 PM,Well's Library
536,A5,2:51 PM,3rd & Jordan
537,A5,3:01 PM,IMU
538,A5,3:09 PM,Stadium ()
539,A5,3:23 PM,Load
540,A5,3:26 PM,Stadium
541,A5,3:33 PM,Well's Library
542,A5,3:35 PM,3rd & Jordan
543,A5,3:45 PM,IMU
544,A5,3:53 PM,Stadium ()
545,A5,3:59 PM,Load
546,A5,4:02 PM,Stadium
547,A5,4:09 PM,Well's Library
548,A5,4:11 PM,3rd & Jordan
549,A5,4:21 PM,IMU
550,A5,4:29 PM,Stadium ()
551,A5,4:43 PM,Load
552,A5,4:46 PM,Stadium
553,A5,4:53 PM,Well's Library
554,A5,4:55 PM,3rd & Jordan
555,A5,5:05 PM,IMU
556,A5,5:13 PM,Stadium ()
557,A5,5:19 PM,Load
558,A5,5:22 PM,Stadium
559,A5,5:29 PM,Well's Library
560,A5,5:31 PM,3rd & Jordan
561,A5,5:41 PM,IMU
562,A5,5:49 PM,Stadium ()
563,A5,6:03 PM,Load
564,A5,6:06 PM,Stadium
565,A5,6:13 PM,Well's Library
566,A5,6:15 PM,3rd & Jordan
567,A5,6:25 PM,IMU
568,A5,6:33 PM,Stadium ()
569,A6,Time,Stop
570,A6,7:29 AM,Load
571,A6,7:32 AM,Stadium
572,A6,7:39 AM,Well's Library
573,A6,7:41 AM,3rd & Jordan
574,A6,---,IMU
575,A6,7:48 AM,Stadium ()
576,A6,7:55 AM,Load
577,A6,7:58 AM,Stadium
578,A6,8:05 AM,Well's Library
579,A6,8:07 AM,3rd & Jordan
580,A6,8:17 AM,IMU
581,A6,8:25 AM,Stadium ()
582,A6,8:30 AM,Load
583,A6,8:33 AM,Stadium
584,A6,8:40 AM,Well's Library
585,A6,8:42 AM,3rd & Jordan
586,A6,8:52 AM,IMU
587,A6,9:00 AM,Stadium ()
588,A6,9:06 AM,Load
589,A6,9:09 AM,Stadium
590,A6,9:16 AM,Well's Library
591,A6,9:18 AM,3rd & Jordan
592,A6,9:28 AM,IMU
593,A6,9:36 AM,Stadium ()
594,A6,9:56 AM,Load
595,A6,9:59 AM,Stadium
596,A6,10:06 AM,Well's Library
597,A6,10:08 AM,3rd & Jordan
598,A6,10:18 AM,IMU
599,A6,10:26 AM,Stadium ()
600,A6,10:40 AM,Load
601,A6,10:43 AM,Stadium
602,A6,10:50 AM,Well's Library
603,A6,10:52 AM,3rd & Jordan
604,A6,11:02 AM,IMU
605,A6,11:10 AM,Stadium ()
606,A6,11:18 AM,Load
607,A6,11:21 AM,Stadium
608,A6,11:28 AM,Well's Library
609,A6,11:30 AM,3rd & Jordan
610,A6,11:40 AM,IMU
611,A6,11:48 AM,Stadium ()
612,A6,12:07 PM,Load
613,A6,12:10 PM,Stadium
614,A6,12:17 PM,Well's Library
615,A6,12:19 PM,3rd & Jordan
616,A6,12:29 PM,IMU
617,A6,12:37 PM,Stadium ()
618,A6,12:49 PM,Load
619,A6,12:52 PM,Stadium
620,A6,12:59 PM,Well's Library
621,A6,1:01 PM,3rd & Jordan
622,A6,1:11 PM,IMU
